sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AD/2139/4,Stable vital signs,1664,,Paediatric Discharge Criteria Assessment,0.65,FLAGGED,EQUAL,vvcb,1705047192501,4264167,Taking patient vital signs,Measurement,MAPS_TO,,<auto>,1704899001172,
RD/4731/3,Ward Name,4095,,VTE Acknowledgement,0.37,FLAGGED,WIDER,vvcb,1705047495442,4164970,Graded naming test,Measurement,MAPS_TO,,<auto>,1704899001250,
AG/1123/1/875/11,Tissue Type,737,,Skin Assessment (2022),0.69,FLAGGED,WIDER,vvcb,1705058374055,4058764,HLA tissue typing,Measurement,MAPS_TO,,<auto>,1704899001406,
AG/1767/1/1123/3,Character,26605,,EPMA Fluid Balance,0.57,FLAGGED,EQUIVALENT,vvcb,1704962883810,4154788,Character of pulse,Measurement,MAPS_TO,,<auto>,1704899001860,
AD/2334/1,Comments,9,,Paediatric Play Activities Assessment,0.33,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899001969,
AG/2558/1/1506/4,Refer to Physiotherapy?,1190,,Paediatric Activities of Daily Living (ADL) Care Plan,0.21,FLAGGED,EQUAL,vvcb,1704975475675,3663229,Functional Assessment of Cancer Therapy - Brain,Measurement,MAPS_TO,,<auto>,1704899002063,
AG/1369/1/952/12,Location,734,,EPMA Fluid Balance,0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704899002375,
AD/947/1,Instructions,16,,Emergency Admission Assessment (2015),0.40,FLAGGED,EQUAL,vvcb,1704971962683,4164981,Instrumental activities of daily living,Measurement,MAPS_TO,,<auto>,1704899002406,
AD/795/1,MOR Drugs,146664,,Newborn Data Set Assessment,0.43,FLAGGED,EQUAL,vvcb,1704972872430,4232336,Drug of abuse screen,Measurement,MAPS_TO,,<auto>,1704899002422,
AD/2139/10,Cannula removed,1663,,Paediatric Discharge Criteria Assessment,0.29,FLAGGED,EQUAL,vvcb,1704962829648,4065273,Musculoskeletal movement,Measurement,MAPS_TO,,<auto>,1704899002500,
AG/1286/1/905/7,Informant,4094,,Allergy Documentation,0.43,FLAGGED,EQUAL,vvcb,1704971920166,4158746,Ross information processing assessment,Measurement,MAPS_TO,,<auto>,1704899002547,
AD/173/10,BP,26496,,Recovery Room Assessment 2nd Stage,0.32,APPROVED,WIDER,vvcb,1704962460876,4326744,Blood pressure,Measurement,MAPS_TO,,<auto>,1704899002703,
AG/253/51/719/13,PET?,1188,,Pre-Op Checklist,0.11,FLAGGED,EQUAL,vvcb,1704975088418,37394337,Pethidine level,Measurement,MAPS_TO,,<auto>,1704899003016,
AG/605/1/780/1,Type,146315,,Maternal Data Set Assessment.,0.66,FLAGGED,WIDER,vvcb,1705058640125,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704899003125,
RD/5389/35,TEMP,4091,,NHS 111 - A&E Triage (verjul06),0.55,APPROVED,WIDER,vvcb,1705058344986,4302666,Body temperature,Measurement,MAPS_TO,,vvcb,1705058341492,
AG/90/1/99/3,Frequency,9,,Critical Care Admission Assessment,0.74,FLAGGED,EQUAL,vvcb,1704971141372,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704899003375,
AG/22/13/112/8,Skin Quality,16,,Adult Inpatient Admission Assessment,0.34,FLAGGED,EQUAL,vvcb,1704980146619,4166614,Spitzer quality of life index,Measurement,MAPS_TO,,<auto>,1704899003485,
AD/2142/2,Ward telephone number given,1663,,Paediatric Discharge Criteria Assessment,0.47,FLAGGED,WIDER,vvcb,1705047495442,4307447,Roche number,Measurement,MAPS_TO,,<auto>,1704899003813,
RD/5389/52,TEMP Score,4091,,NHS 111 - A&E Triage (verjul06),0.59,APPROVED,WIDER,vvcb,1705058359437,37208381,Royal College of Physicians NEWS2 (National Early Warning Score 2) - temperature score,Measurement,MAPS_TO,,vvcb,1705058356582,
AD/2598/42,Devices/Catheters Advice,733,,NEW Admission Assessment (2023),0.21,FLAGGED,EQUAL,vvcb,1704969361051,40493182,European pressure ulcer advisory panel classification system,Measurement,MAPS_TO,,<auto>,1704899004110,
AD/253/132,zzSedation Score,26485,,Theatre DCU Discharge Summary,0.26,FLAGGED,WIDER,vvcb,1705047247302,4149810,Norton score,Measurement,MAPS_TO,,<auto>,1704899004141,
AG/1247/2/903/11,Resp Score,9,,Elective Surgery Inpatient Admission Assessment (2015),0.80,APPROVED,NARROWER,vvcb,1704900479414,37208374,Royal College of Physicians NEWS2 (National Early Warning Score 2) - respiration rate score,Measurement,MAPS_TO,,vvcb,1704900473478,
AG/605/1/780/2,Period,144708,,Maternal Data Set Assessment.,0.53,FLAGGED,EQUAL,vvcb,1704975081167,4058443,Duration of menstrual flow,Measurement,MAPS_TO,,<auto>,1704899004344,
AD/160/1,Ht - Adult,1184,,Allergy/Ht/Wt/BMI Assess Paed (new),0.51,APPROVED,EQUAL,vvcb,1704971829395,607590,Body height,Measurement,MAPS_TO,,vvcb,1704971823580,
AG/1091/1/869/14,Personal Preferences,16,,Emergency Admission Assessment (2015),0.41,FLAGGED,EQUAL,vvcb,1704975088418,4212897,Thrombin time reference,Measurement,MAPS_TO,,<auto>,1704899004906,
RD/5389/36,BP SYSTOLIC,4080,,NHS 111 - A&E Triage (verjul06),0.46,APPROVED,EQUAL,vvcb,1704962607601,4152194,Systolic blood pressure,Measurement,MAPS_TO,,vvcb,1704962602194,
MC/5401/37/237/12,Comments,733,,MANUAL Ward Vital Signs,0.33,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899005454,
AD/2139/5,Bleeding from wound,1662,,Paediatric Discharge Criteria Assessment,0.40,FLAGGED,WIDER,vvcb,1705061591199,4219104,Bleeding time,Measurement,MAPS_TO,,<auto>,1704899005501,
AG/20/24/258/12,Pain Impact,9,,A&E Nursing Observations,0.46,FLAGGED,EQUAL,vvcb,1704974707796,37396696,Voice Impact Profile,Measurement,MAPS_TO,,<auto>,1704899005548,
RD/6185/8,Discharge Updates,26434,,Discharge Whiteboard Notes,0.30,FLAGGED,EQUAL,vvcb,1704969381802,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704899005688,
RD/4745/23,Concerns3,1182,,Holistic Needs Assessment,0.19,FLAGGED,EQUIVALENT,vvcb,1704968886203,4057453,Sperm concentration measurement,Measurement,MAPS_TO,,<auto>,1704899005735,
RD/5389/40,ACVPU,4080,,NHS 111 - A&E Triage (verjul06),0.49,APPROVED,EQUAL,vvcb,1704901054016,37208386,Alert Confusion Voice Pain Unresponsiveness scale,Measurement,MAPS_TO,,<auto>,1704899005923,
AG/2076/8/1690/1,#/Locatn,16,,Output - Drains/Tubes,0.25,FLAGGED,UNREVIEWED,vvcb,1704962122283,4353851,High density/low density lipoprotein ratio measurement,Measurement,MAPS_TO,,<auto>,1704899005954,
AD/253/85,Theatre Anaesthetic Monitoring,143897,,Anaesthetic Documentation,0.51,FLAGGED,WIDER,vvcb,1705058365096,4353943,Anesthetic agent concentration,Measurement,MAPS_TO,,<auto>,1704899006032,
AG/1085/1/863/3,Details,730,,Emergency Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704969306679,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704899006469,
RD/5389/53,SBP Score,4080,,NHS 111 - A&E Triage (verjul06),0.48,APPROVED,EQUAL,vvcb,1704975770969,37208378,Royal College of Physicians NEWS2 (National Early Warning Score 2) - systolic blood pressure score,Measurement,MAPS_TO,,vvcb,1704975766858,
AD/2139/6,Pain controlled,1662,,Paediatric Discharge Criteria Assessment,0.54,FLAGGED,EQUAL,vvcb,1704974707796,4094895,Heparin control test,Measurement,MAPS_TO,,<auto>,1704899006697,
AG/158/1/61/9,Reported On,9,,zzAllergy/Ht/Wt/BMI - Adult*,0.47,FLAGGED,EQUAL,vvcb,1704975542946,4166598,Reporters tests,Measurement,MAPS_TO,,<auto>,1704899007110,
RD/5176/28,**Other Blood Sugar for ntce**,16,,Blood Glucose Monitoring (For Insulin),0.41,APPROVED,WIDER,vvcb,1705061577464,37399654,Blood glucose level,Measurement,MAPS_TO,,vvcb,1705061577034,
MC/5585/80/696/44,Heart Rate,730,,MANUAL Ward Vital Signs,1.00,APPROVED,EQUAL,vvcb,1704899994144,4239408,Heart rate,Measurement,MAPS_TO,,<auto>,1704899007345,
RD/5389/39,PULSE,4077,,NHS 111 - A&E Triage (verjul06),0.84,APPROVED,EQUAL,vvcb,1704900167889,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899007392,
RD/4745/18,Communication Difficulties,1179,,Holistic Needs Assessment,0.50,FLAGGED,EQUIVALENT,vvcb,1704968886203,4164993,Life events and difficulties scale,Measurement,MAPS_TO,,<auto>,1704899007532,
AG/1072/1/854/3,Single Occasion Amount,143869,,Alcohol Assessment,0.33,FLAGGED,EQUAL,vvcb,1704975895504,4165132,Occasions for smoking scale,Measurement,MAPS_TO,,<auto>,1704899007595,
AD/1803/1,Info Given to Pts/Relatives,26267,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.20,FLAGGED,EQUAL,vvcb,1704971898140,4165428,Relative Stress Scale,Measurement,MAPS_TO,,<auto>,1704899007595,
AG/1781/1/1132/6,Amt,16,,Output - PV Loss,0.46,FLAGGED,WIDER,vvcb,1705060873454,4019814,Triamterene measurement,Measurement,MAPS_TO,,<auto>,1704899007789,
AD/148/2,Circulation Ck,1661,,A&E Triage,0.62,FLAGGED,EQUIVALENT,vvcb,1704968851353,4225712,Circulation status,Measurement,MAPS_TO,,<auto>,1704899008017,
AG/1975/1/1237/2,Date/Time,9,,Skin Assessment (2022),0.38,FLAGGED,EQUAL,vvcb,1704969113889,4090332,Dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704899008048,
RD/5389/54,PULSE Score,4077,,NHS 111 - A&E Triage (verjul06),0.69,APPROVED,EQUAL,vvcb,1704975386238,37208379,Royal College of Physicians NEWS2 (National Early Warning Score 2) - pulse score,Measurement,MAPS_TO,,vvcb,1704975354902,
AG/20/26/258/10,Pain Level,16,,Adult Inpatient Admission Assessment,0.66,APPROVED,EQUAL,vvcb,1704974847016,4234651,Pain level,Observation,MAPS_TO,,vvcb,1704974841717,
MC/3995/35/124/3,Energy (Watts),725,,Intra-Operative Assessment Part 1,0.28,FLAGGED,EQUAL,vvcb,1704969628535,4092969,In vivo test of hypersensitivity,Measurement,MAPS_TO,,<auto>,1704899008548,
AD/253/86,Theatre Patient Transfer,143119,,Anaesthetic Documentation,0.50,FLAGGED,WIDER,vvcb,1705058365096,4090791,Transfer factor (respiratory measure),Measurement,MAPS_TO,,<auto>,1704899009111,
AG/1085/1/863/17,Pulse Description,1172,,Emergency Admission Assessment (2015),0.53,FLAGGED,EQUAL,vvcb,1704975320848,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899009142,
AG/1247/2/903/8,BP Diastolic,9,,Elective Surgery Inpatient Admission Assessment (2015),0.52,APPROVED,EQUAL,vvcb,1704962488622,4154790,Diastolic blood pressure,Measurement,MAPS_TO,,<auto>,1704899009220,
AG/604/1/63/9,Witnessed?,1661,,Allergy/Ht/Wt/BMI Assess Adult (new),0.19,FLAGGED,WIDER,vvcb,1705047427760,4046985,CLASP shortness of breath score,Measurement,MAPS_TO,,<auto>,1704899009220,
AG/253/89/752/1,Out-Patient Follow-Up Appointment Made?,26179,,Theatre DCU Discharge Summary,0.30,FLAGGED,EQUAL,vvcb,1704974669219,608458,Newcastle post-COVID syndrome Follow-up Screening Questionnaire,Measurement,MAPS_TO,,<auto>,1704899009470,
AG/1236/1/857/1,Problem?,4075,,Emergency Admission Assessment (2015),0.29,FLAGGED,EQUAL,vvcb,1704975279301,603263,NPEWS (National Paediatric Early Warning Score) - how is your child different since I last saw them?,Measurement,MAPS_TO,,<auto>,1704899009955,
AD/2188/4,Liked to be called,725,,Paediatric Admission under GA Assessment,0.44,FLAGGED,EQUAL,vvcb,1704972219782,4165276,Likert scale,Measurement,MAPS_TO,,<auto>,1704899010471,
AG/253/51/719/10,Placenta Previa?,1660,,Pre-Op Checklist,0.24,FLAGGED,EQUAL,vvcb,1704975118775,37398199,Serum oestriol level,Measurement,MAPS_TO,,<auto>,1704899010471,
MC/4769/43/123/5,Ammendments,142289,,Intra-Operative Assessment Part 1,0.19,FLAGGED,WIDER,vvcb,1705061584590,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899010471,
AG/1358/1/87/1,Eye Response,26093,,A&E Triage (verjul06),0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
AD/2801/18,x2 spare tracheostomy tubes comments,15,,Laryngectomy Equipment Check,0.19,FLAGGED,WIDER,vvcb,1705047324911,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899010627,
AG/2192/1/1457/3,Relationship,1166,,Paediatric Admission under GA Assessment,0.39,FLAGGED,EQUAL,vvcb,1704975493494,4094177,Health of the Nation Outcome Scale item 9 - relationship problems,Measurement,MAPS_TO,,<auto>,1704899010690,
AD/2038/31,Hgb,4074,,Tissue Viability Referral (TVR),0.22,FLAGGED,EQUAL,vvcb,1704971786187,4016927,"Hemogram, automated, with RBC, WBC, Hgb, Hct, Indices, Platelet count, and automated partial WBC differential",Measurement,MAPS_TO,,<auto>,1704899010815,
AD/1077/1,Safeguarding/DOLS concerns?,9,,Elective Surgery Inpatient Admission Assessment (2015),0.31,FLAGGED,EQUAL,vvcb,1704975724780,608605,Adult Safeguarding Decision Guide for individuals with severe pressure ulcers,Measurement,MAPS_TO,,<auto>,1704899010987,
AG/97/1/135/1,IV Site,26071,,Recovery Room Assessment 2nd Stage,0.49,FLAGGED,EQUAL,vvcb,1704972023875,4149958,HIV status,Measurement,MAPS_TO,,<auto>,1704899011502,
RD/5040/27,Variation/Evaluation,720,,CrCU Care Plan: Expressing Individuality/Last days of Life,0.38,FLAGGED,WIDER,vvcb,1705058657277,4108450,Inspiration/expiration time ratio,Measurement,MAPS_TO,,<auto>,1704899011784,
AD/2103/1,Surgery/Trauma*,142237,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.30,FLAGGED,WIDER,vvcb,1705058304029,4169493,Trauma index,Measurement,MAPS_TO,,<auto>,1704899011909,
AD/2138/2,Pain Assessment Tool?,1659,,Paediatric Admission under GA Assessment,0.52,FLAGGED,EQUAL,vvcb,1704974707796,40491433,Minnesota sedation assessment tool,Measurement,MAPS_TO,,<auto>,1704899012112,
RD/3995/46,Comments,4072,,Intra-Operative Assessment Part 1,0.33,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899012221,
RD/4333/1,Pacemaker in Situ,15,,Document Pacemaker In Situ,0.43,FLAGGED,EQUAL,vvcb,1704974692608,4092037,Cardiac pacemaker electrocardiographic pattern,Measurement,MAPS_TO,,<auto>,1704899012409,
RD/4745/38,Distress Management,1158,,Holistic Needs Assessment,0.44,FLAGGED,EQUAL,vvcb,1704969397692,35610374,Case management risk assessment score,Measurement,MAPS_TO,,<auto>,1704899012487,
AG/1049/1/839/7,Aware of Admission?,9,,Elective Surgery Inpatient Admission Assessment (2015),0.42,FLAGGED,WIDER,vvcb,1705060873454,4160327,Heart rate on admission,Measurement,MAPS_TO,,<auto>,1704899012705,
AG/1358/1/87/2,Verbal Response,26025,,A&E Triage (verjul06),0.54,APPROVED,WIDER,vvcb,1705059214692,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059210014,
AG/20/24/258/5,Location,719,,NHS 111 - A&E Triage (verjul06),0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704899012737,
RD/2418/39,zzOXYGEN THERAPY,141050,,Mindray Ward Vital Signs,0.56,FLAGGED,WIDER,vvcb,1705047277360,40482644,Oxygen percentage delivered,Measurement,MAPS_TO,,<auto>,1704899012956,
AG/2599/1/1520/4,Action,718,,Paediatric Braden Q Scale,0.34,FLAGGED,UNREVIEWED,vvcb,1704901319615,4090191,Oxygen extraction ratio,Measurement,MAPS_TO,,<auto>,1704899013534,
MC/2418/37/542/29,Give IV Fluids,4071,,Mindray Ward Vital Signs,0.33,FLAGGED,EQUAL,vvcb,1704971564652,4094913,Color of fluid,Measurement,MAPS_TO,,<auto>,1704899013565,
AD/67/1,Wt (kg)*,9,,Adult Inpatient Admission Assessment,0.21,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
AD/2119/4,Ventilation comments,15,,Paediatric Past Surgical & Medical History,0.43,FLAGGED,WIDER,vvcb,1705058657277,4108449,Ventilation cycle time,Measurement,MAPS_TO,,<auto>,1704899013940,
AG/1532/1/995/6,Comment,25922,,Ward Meals/Snacks (EPMA),0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899014050,
AD/1924/2,Expressing Individuality/Last days of Life Care Delivered,1659,,NEW Care Plan: Expressing Individuality/Last days of Life,0.35,FLAGGED,EQUAL,vvcb,1704969723877,4166614,Spitzer quality of life index,Measurement,MAPS_TO,,<auto>,1704899014347,
AD/253/135,Theatre Anaesthetic Type,140580,,Anaesthetic Documentation,0.52,FLAGGED,WIDER,vvcb,1705058365096,4353943,Anesthetic agent concentration,Measurement,MAPS_TO,,<auto>,1704899014597,
AG/20/15/124/3,Comfort Measure,9,,Pain Assessment,0.54,FLAGGED,EQUIVALENT,vvcb,1704968870434,4263457,Aspartate aminotransferase measurement,Measurement,MAPS_TO,,<auto>,1704899014737,
MC/4769/35/124/8,Intermittent,716,,Intra-Operative Assessment Part 1,0.59,FLAGGED,EQUAL,vvcb,1704971962683,44783377,Intermittent pulse oximetry,Measurement,MAPS_TO,,<auto>,1704899014831,
AG/1072/1/854/13,Is the patient able to complete the assessment?,1157,,Emergency Admission Assessment (2015),0.34,FLAGGED,EQUAL,vvcb,1704972023875,45771412,Peter and the cat narrative assessment,Measurement,MAPS_TO,,<auto>,1704899014909,
AG/604/1/63/5,Severity,15,,Paediatric Allergies and Current Medications,0.57,FLAGGED,EQUAL,vvcb,1704975872260,4169152,Injury severity score,Measurement,MAPS_TO,,<auto>,1704899015065,
AG/1358/1/87/3,Motor Response,25899,,A&E Triage (verjul06),0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
AD/2096/1,All Falls Assessment Intervention Options,4066,,Falls Risk Assessment and Care Plan (ClinDoc),0.51,FLAGGED,WIDER,vvcb,1705061584590,4141655,Morse falls risk assessment,Measurement,MAPS_TO,,<auto>,1704899015425,
AG/1767/1/1123/5,Comment,138309,,EPMA Fluid Balance,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899015925,
RD/6587/2,Wt (kg),1157,,Dietetics Referral - Nursing Assessment,0.25,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
AD/1169/1,Anti-Coagulant?,4065,,Emergency Admission Assessment (2015),0.40,FLAGGED,WIDER,vvcb,1705060873454,4095461,Anticoagulant control test,Measurement,MAPS_TO,,<auto>,1704899016394,
MC/5585/80/696/57,Plan of Care,714,,MANUAL Ward Vital Signs,0.24,FLAGGED,EQUAL,vvcb,1704975133576,37208537,Carbamazepine mass concentration in plasma,Measurement,MAPS_TO,,<auto>,1704899016409,
AD/1058/1,Discharge Home Support,9,,Elective Surgery Inpatient Admission Assessment (2015),0.36,FLAGGED,EQUAL,vvcb,1704969381802,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704899016581,
RD/6703/11,Risk Level,1156,,Dietetics Referral - Nursing Assessment,0.60,FLAGGED,EQUAL,vvcb,1704975708910,44813548,Down risk level calculation,Measurement,MAPS_TO,,<auto>,1704899016597,
AD/2139/8,Nausea controlled at time of discharge,1656,,Paediatric Discharge Criteria Assessment,0.28,FLAGGED,EQUAL,vvcb,1704973395400,4013817,Physical disability discharge score,Measurement,MAPS_TO,,<auto>,1704899016831,
MC/4769/27/120/1,DVT Type,138156,,Intra-Operative Assessment Part 1,0.35,FLAGGED,WIDER,vvcb,1705061602090,4029625,Tidal volume,Measurement,MAPS_TO,,<auto>,1704899016847,
MC/3995/43/123/2,Theatre Implants,25840,,Intra-Operative Assessment Part 1,0.33,FLAGGED,WIDER,vvcb,1705058365096,3661506,Screening for detection of implant,Measurement,MAPS_TO,,<auto>,1704899017019,
AG/1072/1/854/2,Amount,138014,,Alcohol Assessment,0.56,FLAGGED,WIDER,vvcb,1705060873454,4095345,Determination of amount of hemolysis,Measurement,MAPS_TO,,<auto>,1704899017316,
AD/2801/30,Pressure manometer (for cuffed tubes) comments,15,,Laryngectomy Equipment Check,0.35,FLAGGED,EQUAL,vvcb,1704975227242,4354254,Non-invasive arterial pressure,Measurement,MAPS_TO,,<auto>,1704899017363,
AG/1090/1/868/4,Details,710,,Emergency Admission Assessment (2015),0.32,FLAGGED,EQUAL,vvcb,1704969306679,4222151,"Arsenic measurement, nails",Measurement,MAPS_TO,,<auto>,1704899017441,
AD/2038/30,Total Protein,4053,,Tissue Viability Referral (TVR),1.00,APPROVED,EQUAL,vvcb,1704900008766,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704899017441,
AG/1358/1/87/7,Total,25674,,A&E Triage (verjul06),0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704899017660,
AG/61/1/107/1,Valuables,9,,Critical Care Admission Assessment,0.35,FLAGGED,WIDER,vvcb,1705058657277,4139485,Evaluation of iron stores,Measurement,MAPS_TO,,<auto>,1704899017723,
AD/68/8,BMI - Adult,1155,,Allergy/Ht/Wt/BMI Assess Paed (new),0.58,APPROVED,UNREVIEWED,vvcb,1704962314269,4245997,Body mass index,Measurement,MAPS_TO,,vvcb,1704962309460,
AG/1230/1/887/1,Referral,4050,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.56,FLAGGED,EQUAL,vvcb,1704975437925,4278971,Radioreceptor assay,Measurement,MAPS_TO,,<auto>,1704899018348,
AD/67/2,Wt (kg),137881,,Weight - Adult,0.25,APPROVED,EQUAL,vvcb,1705047462422,4099154,Body weight,Measurement,MAPS_TO,,vvcb,1705047414926,
RD/5379/46,Visual Acuity,15,,A&E Triage (verjul06),0.46,FLAGGED,WIDER,vvcb,1705047506988,4158877,Visual analog scale,Measurement,MAPS_TO,,<auto>,1704899018566,
AD/2139/9,Passed Urine if appropriate,1655,,Paediatric Discharge Criteria Assessment,0.37,FLAGGED,EQUAL,vvcb,1704974979003,4158640,Profile of communicative appropriateness,Measurement,MAPS_TO,,<auto>,1704899018582,
AG/2103/1/874/1,On Table >2 Hrs,25640,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.25,FLAGGED,EQUAL,vvcb,1704974627914,4036847,"Drug confirmation assay, cut off >20 ng/ml",Measurement,MAPS_TO,,<auto>,1704899018910,
AG/1369/1/952/14,Description,708,,EPMA Fluid Balance,0.55,FLAGGED,EQUAL,vvcb,1704969306679,4228438,p,Measurement,MAPS_TO,,<auto>,1704899018973,
